b,C_main,C_treat_HT,C_treat_HTCT,C_cont_recept,C_mki67,C_imm_sig,C_imm_cyt,C_imm_pdl1,C_mki67_imm,C_cox6
92,0.6364538185781554,0.6348402149200861,0.6367092703446044,0.6458927613484448,0.6527644138659219,0.6423845570892123,0.6453222524033754,0.6334863205579067,0.6583162322567461,0.6293607745297559
93,0.6505701949539394,0.6417824360178639,0.6442584993655345,0.6525930686705889,0.6734480315090391,0.6546942205962327,0.6552050889075658,0.6504342380646331,0.6734645111319854,0.6499274896590366
94,0.661949816259,0.6589816924125775,0.6565207269824905,0.6629724471640699,0.6767488651291176,0.668892066712117,0.6691581170288831,0.6620662132725852,0.6830176757179202,0.6592976271637373
95,0.6387391506633938,0.6270716016107555,0.628756156647575,0.6383099902135374,0.6526928815517158,0.6479039322327573,0.6480082142112271,0.6382057082350676,0.6619258474916173,0.648060355200462
96,0.6680884752718401,0.6637745787084162,0.6653862310762122,0.6740746126379397,0.6883734832695135,0.6733960221672887,0.6746966539027031,0.6668524712002973,0.6902557639797715,0.6663677637212608
97,0.6598005255142702,0.6506474241121097,0.6545453828126849,0.6648781296110721,0.6684210111020807,0.669825538731033,0.6731317020823305,0.6609722803058399,0.6785130944584283,0.6484775078314251
98,0.6612407629394716,0.6514991730270245,0.6434873981457597,0.6560171767597833,0.6725566362684552,0.6672002791982156,0.6678755140130191,0.6615252719906529,0.6793241582325539,0.6747606330516062
99,0.670675157893152,0.6607348524197737,0.6616306467032512,0.6735544966614726,0.6832049863372552,0.6753611405945364,0.6786281550401602,0.6707541985652236,0.6854331805213674,0.6651272554820352
100,0.646343255555737,0.6440409516189606,0.644959423934164,0.6519357314305309,0.6647780154466633,0.6526215240925494,0.6535277501102167,0.6464902111261696,0.6689254282122038,0.6460820012083014
101,0.6468346170984786,0.6366573301928831,0.6370114265707556,0.6517203513909224,0.6719078235406455,0.6521420841555796,0.6530492074606913,0.6461582532306321,0.6729661340632759,0.6537176141065631
102,0.6467484700741052,0.6395517919767343,0.6316397228637414,0.6459203272136298,0.6629341918025521,0.6491940187090303,0.6457725834169252,0.6468145659831572,0.6654924922823306,0.656709512367711
103,0.6397516680396915,0.6367978090975887,0.6372728014902886,0.6428428294703092,0.6569590096408612,0.6440303104520592,0.6442752284045451,0.6397405354054877,0.6599054468268282,0.6569107682259776
